-0.5856081	0.40076587	0.5755516	0.085268095	-0.284004	-0.29819745	-0.65325546	0.03188035	-0.5409142	-0.11011	-0.6072107	0.22484949	0.2509952	-0.53743845	0.256381	-0.025540886
-0.4277415	0.21319865	0.64092463	-0.09953477	-0.42162615	-0.07604366	-0.6860011	-0.1435316	-0.59725326	0.13048185	-0.7095747	0.049935658	0.00090238696	-0.63742965	0.23576856	-0.3018753
-0.49703267	0.3383972	0.49491313	0.42250508	-0.4796064	-0.13457286	-0.59534806	0.06564162	-0.6497957	-0.22604744	-0.78555113	-0.13814649	-0.13854724	-0.25767708	0.43480983	0.12882206
-0.6578132	0.28418654	0.4459073	0.2038795	-0.19513912	-0.22447076	-0.6186821	0.13092546	-0.350775	-0.06287663	-0.4448147	0.0680562	0.06273628	-0.2374577	0.025348663	0.00070179685
-0.71441394	0.03436421	0.3846627	0.20060961	-0.52777493	0.080736496	-0.38239032	-0.16241261	-0.6208108	-0.3293777	-0.50882554	-0.40832448	-0.27622285	0.07314832	0.2920514	0.29878384
-0.4130996	0.4141055	-0.23097669	0.6864443	-0.25747317	-0.2850664	-0.03402689	0.4262169	-0.14743076	-0.34485987	-0.6568253	-0.19496672	-0.15268238	0.27245864	0.5426613	0.26987857
-0.37627593	0.16049457	0.42546645	-0.050555356	-0.24276231	-0.14708452	-0.5622028	-0.099461496	-0.44941604	0.07486041	-0.5498917	0.13045189	0.046313573	-0.43422037	0.11246851	-0.14318885
-0.48965463	0.18676381	0.48818585	0.025193574	-0.3306185	-0.18366742	-0.57521254	-0.18153998	-0.5871199	-0.18054776	-0.6008489	0.1404711	0.20231743	-0.40667343	0.37493876	0.012003507
-0.7739958	0.45932034	0.123446904	0.37909383	-0.118671775	-0.4336703	-0.29038402	0.19185656	-0.027249392	-0.56568676	0.124383986	0.09694111	0.36509803	0.14807364	0.3714646	0.4146979
-0.6330675	0.2987455	0.31003276	0.21824871	-0.12712601	-0.2699094	-0.50544983	0.08325089	-0.25738776	-0.19620863	-0.34120646	0.078743055	0.14479285	-0.120015986	0.18023928	0.11915639
0.014003079	0.4341142	0.5589034	0.051820386	0.14706121	-0.4206495	-0.5782029	0.20438997	-0.22328402	0.32260436	-0.5441704	0.50555885	0.47795686	-0.6004445	-0.13216157	-0.4392061
-0.63803494	0.21969856	0.35746	-0.076606154	-0.26009834	-0.23414007	-0.5641857	-0.07651409	-0.39924353	-0.25588074	-0.3169354	0.119955264	0.19876392	-0.30902863	0.3078577	0.21798193
-0.8863809	0.2612977	0.2300192	0.03506734	-0.121962585	-0.24428615	-0.49422193	0.042388596	-0.09021419	-0.3621397	0.29534003	-0.15986641	0.026977161	0.24565451	-0.21916112	0.40856782
-0.380075	0.20558703	0.47356644	-0.07274032	-0.19542186	-0.0308203	-0.60724276	-0.07061666	-0.44694567	0.22888115	-0.4698674	0.053541765	-0.06728694	-0.48634893	-0.18048687	-0.3079994
-0.4955434	-0.31015942	0.4989928	-0.364322	-0.43781516	0.32376936	-0.5433516	-0.35449198	-0.5029531	0.090455696	-0.50054383	-0.29324782	-0.30855215	-0.37096876	-0.031251308	-0.03550762
